chr,start,end,testSample1
1,10230000,10259999,0.174817178
1,10260000,10289999,0.207837767
1,10290000,10319999,0.180920494
1,10320000,10349999,0.122167014
1,10350000,10379999,0.111234022
1,10380000,10409999,0.129416843
1,10410000,10439999,0.151186253
1,10440000,10469999,0.218745169
1,10470000,10499999,0.227996809
1,10500000,10529999,0.224087096
1,10530000,10559999,0.196589678
1,10560000,10589999,0.166722853
1,10590000,10619999,0.172434772
1,10620000,10649999,0.119795443
1,10650000,10679999,0.160935438
1,10680000,10709999,0.269596867
1,10710000,10739999,0.230064529
1,10740000,10769999,0.272754163
1,10770000,10799999,0.211328533
1,10800000,10829999,0.255141698
1,10830000,10859999,0.274006691
1,10860000,10889999,0.23909915
1,10890000,10919999,0.217224092
1,10920000,10949999,0.178712804
1,10950000,10979999,0.221512208
1,10980000,11009999,0.195042676
1,11010000,11039999,0.220773739
1,11040000,11069999,0.206133304
1,11070000,11099999,0.163800765
1,11100000,11129999,0.203652862
1,11130000,11159999,0.199106418
1,11160000,11189999,0.157336108
1,11190000,11219999,0.113778334
1,11220000,11249999,0.186824916
1,11250000,11279999,0.115224862
1,11280000,11309999,0.142589307
1,11310000,11339999,0.181811751
1,11340000,11369999,0.163759985
1,11370000,11399999,0.21716329
1,11400000,11429999,0.18060455
1,11430000,11459999,0.167813438
1,11460000,11489999,0.138447806
1,11490000,11519999,0.21508216
1,11520000,11549999,0.188840257
1,11550000,11579999,0.171612881
1,11580000,11609999,0.202465789
1,11610000,11639999,0.176766584
1,11640000,11669999,0.177454813
1,11670000,11699999,0.211525614
1,11700000,11729999,0.260629457
1,11730000,11759999,0.224154016
1,11760000,11789999,0.259307479
1,11790000,11819999,0.22375778
1,11820000,11849999,0.243090241
1,11850000,11879999,0.254356076
1,11880000,11909999,0.209783891
1,11910000,11939999,0.217833574
1,11940000,11969999,0.227059218
1,11970000,11999999,0.253050843
1,12000000,12029999,0.282610579
1,12030000,12059999,0.246229976
1,12060000,12089999,0.257636276
1,12090000,12119999,0.244216529
1,12120000,12149999,0.239961885
1,12150000,12179999,0.170625095
1,12180000,12209999,0.228724836
1,12210000,12239999,0.233521624
1,12240000,12269999,0.226989027
1,12270000,12299999,0.221885502
1,12300000,12329999,0.132366569
1,12330000,12359999,0.153942069
1,12360000,12389999,0.149911459
1,12390000,12419999,0.075948338
1,12420000,12449999,0.075420293
1,12450000,12479999,0.098983896
1,12480000,12509999,0.15679503
1,12510000,12539999,0.147848459
1,12540000,12569999,0.166154091
1,12570000,12599999,0.210317671
1,12600000,12629999,0.205192759
1,12630000,12659999,0.22960814
1,12660000,12689999,0.206753738
1,12690000,12719999,0.165432741
1,12720000,12749999,0.142324606
1,12750000,12779999,0.06801869
1,12780000,12809999,0.036751638
1,12810000,12839999,0.13756048
1,12840000,12869999,0.116505271
1,12870000,12899999,0.056332961
1,12900000,12929999,0.027972066
1,12930000,12959999,0.092051793
1,12960000,12989999,0.094201194
1,12990000,13019999,0.127430263
1,13020000,13049999,-0.0413876
1,13050000,13079999,0.126506416
1,13110000,13139999,0.234591143
1,13140000,13169999,0.099049869
1,13170000,13199999,0.064968185
1,13200000,13229999,0.104383215
1,13320000,13349999,0.060844
1,13350000,13379999,0.057378459
1,13380000,13409999,-0.035238951
1,13410000,13439999,0.078118181
1,13440000,13469999,-0.039684821
1,13470000,13499999,0.318591117
1,13500000,13529999,0.160243698
1,13530000,13559999,0.12178755
1,13590000,13619999,0.121468622
1,13620000,13649999,-0.022268152
1,13650000,13679999,0.000262097
1,13680000,13709999,0.096317741
1,13710000,13739999,0.165063021
1,13740000,13769999,0.087119142
1,13770000,13799999,0.144955897
1,13800000,13829999,0.163415114
1,13830000,13859999,0.155309279
1,13860000,13889999,0.116918573
1,13890000,13919999,0.107390686
1,13920000,13949999,0.147108893
1,13950000,13979999,0.157745865
1,13980000,14009999,0.14245013
1,14010000,14039999,0.09903404
1,14040000,14069999,0.117777171
1,14070000,14099999,0.164071778
1,14100000,14129999,0.170713555
1,14130000,14159999,0.216617828
1,14160000,14189999,0.021771987
1,14190000,14219999,0.088855229
1,14220000,14249999,0.124481461
1,14250000,14279999,0.066446869
1,14280000,14309999,0.052875711
1,14310000,14339999,-0.06093989
1,14340000,14369999,0.003503615
1,14370000,14399999,0.120001987
1,14400000,14429999,-0.016590509
1,14430000,14459999,0.082151162
1,14460000,14489999,0.043447699
1,14490000,14519999,-0.122691845
1,14520000,14549999,-0.158470513
1,14550000,14579999,-0.01079634
1,14580000,14609999,0.047547346
1,14610000,14639999,0.034691054
1,14640000,14669999,-0.078433861
1,14670000,14699999,0.106567167
1,14700000,14729999,0.10729854
1,14730000,14759999,0.037385901
1,14760000,14789999,0.09255153
1,14790000,14819999,0.107194627
1,14820000,14849999,0.128840956
1,14850000,14879999,0.107352158
1,14880000,14909999,0.093836552
1,14910000,14939999,0.13883514
1,14940000,14969999,0.123122334
1,14970000,14999999,0.11172381
1,15000000,15029999,0.187616339
1,15030000,15059999,0.157789349
1,15060000,15089999,0.127950641
1,15090000,15119999,0.193903687
1,15120000,15149999,0.201605967
1,15150000,15179999,0.193173948
1,15180000,15209999,0.093658081
1,15210000,15239999,0.193591666
1,15240000,15269999,0.23540826
1,15270000,15299999,0.21396211
1,15300000,15329999,0.20270831
1,15330000,15359999,0.226365532
1,15360000,15389999,0.22417042
1,15390000,15419999,0.136901166
1,15420000,15449999,0.182182279
1,15450000,15479999,0.19231575
1,15480000,15509999,0.197680202
1,15510000,15539999,0.222613404
1,15540000,15569999,0.176124404
1,15570000,15599999,0.204771768
1,15600000,15629999,0.192676943
1,15630000,15659999,0.196365749
1,15660000,15689999,0.17934321
1,15690000,15719999,0.209076835
1,15720000,15749999,0.215610419
1,15750000,15779999,0.198057272
1,15780000,15809999,0.208681458
1,15810000,15839999,0.229823322
1,15840000,15869999,0.159139145
1,15870000,15899999,0.227951845
1,15900000,15929999,0.265049431
1,15930000,15959999,0.216964753
1,15960000,15989999,0.16272911
1,15990000,16019999,0.188483195
1,16020000,16049999,0.235382919
1,16050000,16079999,0.238865885
1,16080000,16109999,0.278893284
1,16110000,16139999,0.25811798
1,16140000,16169999,0.25202425
1,16170000,16199999,0.238264487
1,16200000,16229999,0.182702265
1,16230000,16259999,0.186906086
1,16260000,16289999,0.237477663
1,16290000,16319999,0.200671816
1,16320000,16349999,0.238869741
1,16350000,16379999,0.266683668
1,16380000,16409999,0.197073364
1,16410000,16439999,0.225796698
1,16440000,16469999,0.272004274
1,16470000,16499999,0.235470583
1,16500000,16529999,0.257510288
1,16530000,16559999,0.234148212
1,16560000,16589999,0.226889688
1,16590000,16619999,0.16339343
1,16620000,16649999,0.17995974
1,16650000,16679999,0.169242238
1,16680000,16709999,0.214161311
1,16710000,16739999,0.236197053
1,16740000,16769999,0.22632179
1,16770000,16799999,0.161125898
1,16800000,16829999,0.218281856
1,16830000,16859999,0.166679095
1,16860000,16889999,0.066485657
1,16890000,16919999,-0.075087754
1,16920000,16949999,0.133929913
1,16950000,16979999,0.222132993
1,16980000,17009999,0.147295438
1,17010000,17039999,0.214399678
1,17040000,17069999,0.193413387
1,17070000,17099999,0.183932009
1,17100000,17129999,0.093753041
1,17160000,17189999,0.134217364
1,17190000,17219999,0.165917848
1,17220000,17249999,0.239908776
1,17250000,17279999,0.206409687
1,17280000,17309999,0.240219062
1,17310000,17339999,0.221582904
1,17340000,17369999,0.209362066
1,17370000,17399999,0.190548106
1,17400000,17429999,0.231537053
1,17430000,17459999,0.204986545
1,17460000,17489999,0.17880119
1,17490000,17519999,0.131318837
1,17520000,17549999,0.235246094
1,17550000,17579999,0.213481302
1,17580000,17609999,0.18095097
1,17610000,17639999,0.188433067
1,17640000,17669999,0.179380094
1,17670000,17699999,0.22301853
1,17700000,17729999,0.211387917
1,17730000,17759999,0.217200942
1,17760000,17789999,0.222178213
1,17790000,17819999,0.193220749
1,17820000,17849999,0.216449092
1,17850000,17879999,0.188012575
1,17880000,17909999,0.206687348
1,17910000,17939999,0.194981449
1,17940000,17969999,0.247228435
1,17970000,17999999,0.215538884
1,18000000,18029999,0.210242114
1,18030000,18059999,0.197322201
1,18060000,18089999,0.161646346
1,18090000,18119999,0.125714052
1,18120000,18149999,0.096587817
1,18150000,18179999,0.156959731
1,18180000,18209999,0.167159593
1,18210000,18239999,0.108088706
1,18240000,18269999,0.143792713
1,18270000,18299999,0.143694574
1,18300000,18329999,0.137346187
1,18330000,18359999,0.127462934
1,18360000,18389999,0.099882831
1,18390000,18419999,0.113437392
1,18420000,18449999,0.199431769
1,18450000,18479999,0.179638228
1,18480000,18509999,0.15828143
1,18510000,18539999,0.142717958
1,18540000,18569999,0.13404303
1,18570000,18599999,0.153325875
1,18600000,18629999,0.194121716
1,18630000,18659999,0.142156307
1,18660000,18689999,0.13818435
1,18690000,18719999,0.153598747
1,18720000,18749999,0.141237793
1,18750000,18779999,0.057796639
1,18780000,18809999,0.155901119
1,18810000,18839999,0.099609356
1,18840000,18869999,0.091873698
1,18870000,18899999,0.190190844
1,18900000,18929999,0.196653051
1,18930000,18959999,0.124021564
1,18960000,18989999,0.182176145
1,18990000,19019999,0.192557761
1,19020000,19049999,0.174861953
1,19050000,19079999,0.156718064
1,19080000,19109999,0.11088245
1,19110000,19139999,0.150981506
1,19140000,19169999,0.163416194
1,19170000,19199999,0.178212204
1,19200000,19229999,0.230735798
1,19230000,19259999,0.215114115
1,19260000,19289999,0.254633924
1,19290000,19319999,0.16225109
1,19320000,19349999,0.147175627
1,19350000,19379999,0.228667225
1,19380000,19409999,0.231827363
1,19410000,19439999,0.162712393
1,19440000,19469999,0.103519786
1,19470000,19499999,0.131373828
1,19500000,19529999,0.138449154
1,19530000,19559999,0.207470698
1,19560000,19589999,0.219702594
1,19590000,19619999,0.188911684
1,19620000,19649999,0.195898716
1,19650000,19679999,0.223232293
1,19680000,19709999,0.212546143
1,19710000,19739999,0.226152506
1,19740000,19769999,0.200995698
1,19770000,19799999,0.198127939
1,19800000,19829999,0.203007913
1,19830000,19859999,0.17264668
1,19860000,19889999,0.143949316
1,19890000,19919999,0.217755721
1,19920000,19949999,0.151156684
1,19950000,19979999,0.187929894
1,19980000,20009999,0.203555135
1,20010000,20039999,0.216368415
1,20040000,20069999,0.205327438
1,20070000,20099999,0.204508819
1,20100000,20129999,0.17009526
1,20130000,20159999,0.223250045
1,20160000,20189999,0.11280536
1,20190000,20219999,0.170169999
1,20220000,20249999,0.184679268
1,20250000,20279999,0.110265128
1,20280000,20309999,0.191478177
1,20310000,20339999,0.018713579
1,20340000,20369999,0.044325473
1,20370000,20399999,0.056077497
1,20400000,20429999,0.182721526
1,20430000,20459999,0.188931318
1,20460000,20489999,0.221166579
1,20490000,20519999,0.18241091
1,20520000,20549999,0.168449375
1,20550000,20579999,0.053868476
1,20580000,20609999,0.125023902
1,20610000,20639999,0.182714297
1,20640000,20669999,0.157817832
1,20670000,20699999,0.164234749
1,20700000,20729999,0.126879926
1,20730000,20759999,0.091418769
1,20760000,20789999,0.151957393
1,20790000,20819999,0.201818462
1,20820000,20849999,0.201002683
1,20850000,20879999,0.171664643
1,20880000,20909999,0.186228651
1,20910000,20939999,0.205470409
1,20940000,20969999,0.204120126
1,20970000,20999999,0.225082862
1,21000000,21029999,0.229820632
1,21030000,21059999,0.247891745
1,21060000,21089999,0.173505981
1,21090000,21119999,0.167108956
1,21120000,21149999,0.17770834
1,21150000,21179999,0.057284398
1,21180000,21209999,0.098688141
1,21210000,21239999,0.059016013
1,21240000,21269999,0.108670576
1,21270000,21299999,0.112858719
1,21300000,21329999,0.065024608
1,21330000,21359999,0.073157848
1,21360000,21389999,0.03488387
1,21390000,21419999,0.119960705
1,21420000,21449999,0.112374785
1,21450000,21479999,0.137955435
1,21480000,21509999,0.175615432
1,21510000,21539999,0.220864636
1,21540000,21569999,0.266459727
1,21570000,21599999,0.248355368
1,21600000,21629999,0.233874511
1,21630000,21659999,0.219688805
1,21660000,21689999,0.23253786
1,21690000,21719999,0.215639623
1,21720000,21749999,0.11821001
1,21750000,21779999,0.126559792
1,21780000,21809999,0.07106241
1,21810000,21839999,0.197013396
1,21840000,21869999,0.221725225
1,21870000,21899999,0.219653953
1,21900000,21929999,0.241319781
1,21930000,21959999,0.245782199
1,21960000,21989999,0.235429323
1,21990000,22019999,0.150149114
1,22020000,22049999,0.114381738
1,22050000,22079999,0.135619344
1,22080000,22109999,0.206105146
1,22110000,22139999,0.196915145
1,22140000,22169999,0.202499905
1,22170000,22199999,0.235583021
1,22200000,22229999,0.255594321
1,22230000,22259999,0.216462812
1,22260000,22289999,0.208219027
1,22290000,22319999,0.236448153
1,22320000,22349999,0.238286044
1,22350000,22379999,0.240718773
1,22380000,22409999,0.139365124
1,22410000,22439999,0.095551393
1,22440000,22469999,0.20331289
1,22470000,22499999,0.187882126
1,22500000,22529999,0.150303783
1,22530000,22559999,0.177775832
1,22560000,22589999,0.275690547
1,22590000,22619999,0.208367093
1,22620000,22649999,0.107471347
1,22650000,22679999,0.160442437
1,22680000,22709999,0.113854683
1,22710000,22739999,0.153495675
1,22740000,22769999,0.122425609
1,22770000,22799999,0.112771797
1,22800000,22829999,0.091010984
1,22830000,22859999,0.088575557
1,22860000,22889999,0.202178419
1,22890000,22919999,0.199910678
1,22920000,22949999,0.176470774
1,22950000,22979999,0.202099985
1,22980000,23009999,0.183463449
1,23010000,23039999,0.179242761
1,23040000,23069999,0.193795107
1,23070000,23099999,0.186694506
1,23100000,23129999,0.185426829
1,23130000,23159999,0.197065235
1,23160000,23189999,0.173379055
1,23190000,23219999,0.209817353
1,23220000,23249999,0.182695267
1,23250000,23279999,0.096133869
1,23280000,23309999,0.186312001
1,23310000,23339999,0.128881866
1,23340000,23369999,0.123220155
1,23370000,23399999,-0.002849457
1,23400000,23429999,0.149330306
1,23430000,23459999,0.134703807
1,23460000,23489999,0.155925714
1,23490000,23519999,0.192296702
1,23520000,23549999,0.216255416
1,23550000,23579999,0.183103642
1,23580000,23609999,0.199503447
1,23610000,23639999,0.044553609
1,23640000,23669999,0.134099435
1,23670000,23699999,0.185967409
1,23700000,23729999,0.216969507
1,23730000,23759999,0.214230244
1,23760000,23789999,0.20423068
1,23790000,23819999,0.257936441
1,23820000,23849999,0.211363923
1,23850000,23879999,0.238343555
1,23880000,23909999,0.189966282
1,23910000,23939999,0.201606922
1,23940000,23969999,0.221905755
1,23970000,23999999,0.224169641
1,24000000,24029999,0.216288711
1,24030000,24059999,0.223868406
1,24060000,24089999,0.202223461
1,24090000,24119999,0.248062637
1,24120000,24149999,0.25269798
1,24150000,24179999,0.202242904
1,24180000,24209999,0.214079402
1,24210000,24239999,0.216675326
1,24240000,24269999,0.234529804
1,24270000,24299999,0.104395807
1,24300000,24329999,0.199495212
1,24330000,24359999,0.227898084
1,24360000,24389999,0.196089752
1,24390000,24419999,0.224546232
1,24420000,24449999,0.229008212
1,24450000,24479999,0.175881169
1,24480000,24509999,0.205956449
1,24510000,24539999,0.215454291
1,24540000,24569999,0.221519359
1,24570000,24599999,0.180858136
1,24600000,24629999,0.181210172
1,24630000,24659999,0.162899058
1,24660000,24689999,0.190386255
1,24690000,24719999,0.18943395
1,24720000,24749999,0.097506
1,24750000,24779999,0.165587757
1,24780000,24809999,0.144150297
1,24810000,24839999,0.19639473
1,24840000,24869999,0.150549935
1,24870000,24899999,0.193609497
1,24900000,24929999,0.209057954
1,24930000,24959999,0.183005594
1,24960000,24989999,0.176150312
1,24990000,25019999,0.215835473
1,25020000,25049999,0.250729921
1,25050000,25079999,0.269856714
1,25080000,25109999,0.192541234
1,25110000,25139999,0.188147242
1,25140000,25169999,0.089951751
1,25170000,25199999,0.188212389
1,25200000,25229999,0.17808036
1,25230000,25259999,0.212131751
1,25260000,25289999,0.194133562
1,25290000,25319999,0.189748101
1,25320000,25349999,0.192355591
1,25350000,25379999,0.219775416
1,25380000,25409999,0.201785225
1,25410000,25439999,0.203097484
1,25440000,25469999,0.201275527
1,25470000,25499999,0.128727955
1,25500000,25529999,0.214697998
1,25530000,25559999,0.184266327
1,25560000,25589999,0.198159261
1,25590000,25619999,0.185312939
1,25620000,25649999,0.023488213
1,25650000,25679999,0.216100051
1,25680000,25709999,0.163879844
1,25710000,25739999,0.21385834
1,25740000,25769999,0.137072288
1,25770000,25799999,0.084386213
1,25800000,25829999,0.152043054
1,25830000,25859999,0.21004936
1,25860000,25889999,0.202322608
1,25890000,25919999,0.244859952
1,25920000,25949999,0.184382447
1,25950000,25979999,0.180941538
1,25980000,26009999,0.154987544
1,26010000,26039999,0.229678222
1,26040000,26069999,0.180306714
1,26070000,26099999,0.216225707
1,26100000,26129999,0.234540105
1,26130000,26159999,0.214050728
1,26160000,26189999,0.171679309
1,26190000,26219999,0.24360613
1,26220000,26249999,0.149137112
1,26250000,26279999,0.148435815
1,26280000,26309999,0.192633749
1,26310000,26339999,0.226215858
1,26340000,26369999,0.280573339
1,26370000,26399999,0.209599193
1,26400000,26429999,0.21348752
1,26430000,26459999,0.211239733
1,26460000,26489999,0.22819422
1,26490000,26519999,0.238220184
1,26520000,26549999,0.204628941
1,26550000,26579999,0.18088574
1,26580000,26609999,0.206814135
1,26610000,26639999,0.250322866
1,26640000,26669999,0.240965724
1,26670000,26699999,0.229735874
1,26700000,26729999,0.198682731
1,26730000,26759999,0.186810778
