chr,start,end,testSample2
1,2520000,2549999,-0.158406723
1,2550000,2579999,-0.294845105
1,2580000,2609999,-0.452286219
1,2670000,2699999,-0.464210262
1,2700000,2729999,-0.171203838
1,2730000,2759999,-0.205557568
1,2760000,2789999,-0.158866903
1,2790000,2819999,0.002635597
1,2820000,2849999,-0.016900272
1,2850000,2879999,-0.056957533
1,2880000,2909999,-0.053787641
1,2910000,2939999,-0.05784498
1,2940000,2969999,-0.082588522
1,2970000,2999999,-0.04955501
1,3000000,3029999,0.01771925
1,3030000,3059999,-0.024930903
1,3060000,3089999,-0.050857943
1,3090000,3119999,-0.045814247
1,3120000,3149999,0.007193129
1,3150000,3179999,-0.068551487
1,3180000,3209999,-0.016767389
1,3210000,3239999,-0.021958315
1,3240000,3269999,-0.042923392
1,3270000,3299999,-0.04363799
1,3300000,3329999,-0.010656868
1,3330000,3359999,-0.027106253
1,3360000,3389999,-0.11671021
1,3390000,3419999,-0.050860861
1,3420000,3449999,-0.066867307
1,3450000,3479999,-0.068923756
1,3480000,3509999,-0.094457395
1,3510000,3539999,-0.114556032
1,3540000,3569999,-0.154821387
1,3570000,3599999,-0.121550648
1,3600000,3629999,-0.067814966
1,3630000,3659999,-0.11689398
1,3660000,3689999,-0.172647567
1,3690000,3719999,-0.172933185
1,3720000,3749999,-0.166894522
1,3750000,3779999,-0.254497037
1,3780000,3809999,-0.266094781
1,3810000,3839999,-0.227778294
1,3840000,3869999,-0.156134439
1,3990000,4019999,-0.133522818
1,4020000,4049999,-0.140312155
1,4050000,4079999,-0.145461954
1,4080000,4109999,-0.161682112
1,4110000,4139999,-0.083501769
1,4140000,4169999,-0.028750045
1,4170000,4199999,-0.048658221
1,4200000,4229999,-0.10624845
1,4230000,4259999,-0.145878779
1,4260000,4289999,-0.153741188
1,4290000,4319999,-0.140104158
1,4320000,4349999,-0.082773246
1,4350000,4379999,-0.061746294
1,4380000,4409999,-0.100411946
1,4410000,4439999,-0.069534354
1,4440000,4469999,-0.10127395
1,4470000,4499999,-0.085701011
1,4500000,4529999,-0.06574669
1,4530000,4559999,-0.060146782
1,4560000,4589999,-0.030261078
1,4590000,4619999,-0.078460331
1,4620000,4649999,-0.113287895
1,4650000,4679999,-0.058185577
1,4680000,4709999,-0.093324698
1,4710000,4739999,-0.085594042
1,4740000,4769999,-0.067210466
1,4770000,4799999,-0.042125751
1,4800000,4829999,-0.085859084
1,4830000,4859999,-0.012119421
1,4860000,4889999,-0.012737729
1,4890000,4919999,-0.052698814
1,4920000,4949999,-0.104416753
1,4950000,4979999,-0.110923402
1,4980000,5009999,-0.026464927
1,5010000,5039999,0.024126071
1,5040000,5069999,-0.007772444
1,5070000,5099999,0.035533698
1,5100000,5129999,0.034304061
1,5130000,5159999,0.016160107
1,5160000,5189999,-0.001272522
1,5190000,5219999,0.017846089
1,5220000,5249999,0.029885688
1,5250000,5279999,0.041183706
1,5280000,5309999,0.02098444
1,5310000,5339999,-0.05634583
1,5340000,5369999,-0.030730106
1,5370000,5399999,-0.058601057
1,5400000,5429999,-0.07076753
1,5430000,5459999,-0.05557898
1,5460000,5489999,-0.04258455
1,5490000,5519999,-0.025350627
1,5520000,5549999,-0.037274531
1,5550000,5579999,-0.014572454
1,5580000,5609999,-0.021716887
1,5610000,5639999,-0.067504246
1,5640000,5669999,-0.098801424
1,5670000,5699999,-0.101767099
1,5700000,5729999,-0.080385562
1,5730000,5759999,-0.113576957
1,5760000,5789999,-0.135258488
1,5790000,5819999,-0.087067093
1,5820000,5849999,-0.141167774
1,5850000,5879999,-0.145148216
1,5880000,5909999,-0.131841581
1,5910000,5939999,0.005324023
1,5940000,5969999,-0.026879271
1,5970000,5999999,-0.047860987
1,6000000,6029999,-0.172969169
1,6030000,6059999,-0.245865323
1,6060000,6089999,-0.225065081
1,6090000,6119999,-0.193434633
1,6120000,6149999,-0.168352305
1,6150000,6179999,-0.157020379
1,6180000,6209999,-0.18954585
1,6210000,6239999,-0.172888644
1,6240000,6269999,-0.314314267
1,6270000,6299999,-0.316689932
1,6300000,6329999,-0.115248487
1,6330000,6359999,-0.137275327
1,6360000,6389999,-0.221677505
1,6390000,6419999,-0.235565139
1,6420000,6449999,-0.394910004
1,6450000,6479999,-0.378092175
1,6480000,6509999,-0.206927603
1,6510000,6539999,-0.179304901
1,6540000,6569999,-0.181080858
1,6570000,6599999,-0.358470315
1,6600000,6629999,-0.390324997
1,6630000,6659999,-0.280406479
1,6660000,6689999,-0.336740138
1,6690000,6719999,-0.296750671
1,6720000,6749999,-0.326820208
1,6750000,6779999,-0.284701077
1,6780000,6809999,-0.215123115
1,6810000,6839999,-0.286673099
1,6840000,6869999,-0.188596602
1,6870000,6899999,-0.130489497
1,6900000,6929999,-0.062860926
1,6930000,6959999,-0.069643683
1,6960000,6989999,-0.044991918
1,6990000,7019999,-0.115450421
1,7020000,7049999,-0.130548983
1,7050000,7079999,-0.156573215
1,7080000,7109999,-0.137558616
1,7110000,7139999,-0.038370254
1,7140000,7169999,-0.061867984
1,7170000,7199999,-0.117902383
1,7200000,7229999,-0.106755433
1,7230000,7259999,-0.104633058
1,7260000,7289999,-0.057257388
1,7290000,7319999,-0.080030836
1,7320000,7349999,-0.017856584
1,7350000,7379999,-0.013394798
1,7380000,7409999,-0.073345347
1,7410000,7439999,-0.06275891
1,7440000,7469999,-0.121373928
1,7470000,7499999,-0.060864617
1,7500000,7529999,-0.064896368
1,7530000,7559999,-0.062140636
1,7560000,7589999,-0.204800917
1,7590000,7619999,-0.171946474
1,7620000,7649999,-0.124368821
1,7650000,7679999,-0.148789453
1,7680000,7709999,-0.159545623
1,7710000,7739999,-0.103236916
1,7740000,7769999,-0.150362545
1,7770000,7799999,-0.159320837
1,7800000,7829999,-0.133952323
1,7830000,7859999,-0.132160766
1,7860000,7889999,-0.131804989
1,7890000,7919999,-0.164958377
1,7920000,7949999,-0.252302326
1,7950000,7979999,-0.370561331
1,7980000,8009999,-0.31985358
1,8010000,8039999,-0.343295268
1,8040000,8069999,-0.276373205
1,8070000,8099999,-0.2399748
1,8100000,8129999,-0.329266445
1,8130000,8159999,-0.26422082
1,8160000,8189999,-0.272589865
1,8190000,8219999,-0.33886496
1,8220000,8249999,-0.365263144
1,8250000,8279999,-0.381972716
1,8280000,8309999,-0.387184195
1,8310000,8339999,-0.395790152
1,8340000,8369999,-0.354292412
1,8370000,8399999,-0.187845656
1,8400000,8429999,-0.044181001
1,8430000,8459999,-0.093477003
1,8460000,8489999,-0.08917993
1,8490000,8519999,-0.115980425
1,8520000,8549999,-0.15374699
1,8550000,8579999,-0.139670341
1,8580000,8609999,-0.121252301
1,8610000,8639999,-0.094830593
1,8640000,8669999,-0.089421668
1,8670000,8699999,-0.086379244
1,8700000,8729999,-0.134759173
1,8730000,8759999,-0.144925907
1,8760000,8789999,-0.145746474
1,8790000,8819999,-0.171421382
1,8820000,8849999,-0.277117265
1,8850000,8879999,-0.338665532
1,8880000,8909999,-0.391431561
1,8910000,8939999,-0.370755302
1,8940000,8969999,-0.364088841
1,8970000,8999999,-0.397140871
1,9000000,9029999,-0.429992025
1,9030000,9059999,-0.369973373
1,9060000,9089999,-0.280669098
1,9090000,9119999,-0.214873192
1,9120000,9149999,-0.22982364
1,9150000,9179999,-0.210646134
1,9180000,9209999,-0.251767649
1,9210000,9239999,-0.280216668
1,9240000,9269999,-0.265079028
1,9270000,9299999,-0.365725536
1,9300000,9329999,-0.19882367
1,9330000,9359999,-0.183715463
1,9360000,9389999,-0.128702422
1,9390000,9419999,-0.129835354
1,9420000,9449999,-0.217663561
1,9450000,9479999,-0.301753333
1,9480000,9509999,-0.373501856
1,9510000,9539999,-0.371831381
1,9540000,9569999,-0.440918992
1,9570000,9599999,-0.458603889
1,9600000,9629999,-0.465386487
1,9630000,9659999,-0.310814989
1,9660000,9689999,-0.258548115
1,9690000,9719999,-0.454401757
1,9720000,9749999,-0.38624543
1,9750000,9779999,-0.337005005
1,9780000,9809999,-0.313234418
1,9810000,9839999,-0.355811022
1,9840000,9869999,-0.388557709
1,9870000,9899999,-0.371991841
1,9900000,9929999,-0.241973544
1,9930000,9959999,-0.351706181
1,9960000,9989999,-0.42849423
1,10080000,10109999,-0.474979498
1,10110000,10139999,-0.400300817
1,10140000,10169999,-0.355098707
1,10170000,10199999,-0.290597455
1,10200000,10229999,-0.321549119
1,10230000,10259999,-0.288691629
1,10260000,10289999,-0.322783692
1,10290000,10319999,-0.290441696
1,10320000,10349999,-0.201098489
1,10350000,10379999,-0.177547671
1,10380000,10409999,-0.244482721
1,10410000,10439999,-0.311535576
1,10440000,10469999,-0.357944794
1,10470000,10499999,-0.345645431
1,10500000,10529999,-0.419384391
1,10530000,10559999,-0.319091777
1,10560000,10589999,-0.210589586
1,10590000,10619999,-0.14435343
1,10620000,10649999,-0.217117196
1,10650000,10679999,-0.107712046
1,10680000,10709999,0.047006636
1,10710000,10739999,0.063626731
1,10740000,10769999,-0.054682269
1,10770000,10799999,-0.092637196
1,10800000,10829999,-0.146091043
1,10830000,10859999,-0.1482396
1,10860000,10889999,-0.141747238
1,10890000,10919999,-0.202592484
1,10920000,10949999,-0.234897282
1,10950000,10979999,-0.217931349
1,10980000,11009999,-0.275542079
1,11010000,11039999,-0.360138547
1,11070000,11099999,-0.435491237
1,11100000,11129999,-0.296168286
1,11130000,11159999,-0.36033139
1,11160000,11189999,-0.289564758
1,11190000,11219999,-0.202174029
1,11220000,11249999,-0.176892669
1,11250000,11279999,-0.204779815
1,11280000,11309999,-0.301125262
1,11310000,11339999,-0.358706389
1,11340000,11369999,-0.337884819
1,11370000,11399999,-0.269209847
1,11400000,11429999,-0.289551492
1,11430000,11459999,-0.317846246
1,11460000,11489999,-0.321793282
1,11490000,11519999,-0.15801873
1,11520000,11549999,-0.134376718
1,11550000,11579999,-0.170993804
1,11580000,11609999,-0.08437847
1,11610000,11639999,-0.151827974
1,11640000,11669999,-0.201228816
1,11670000,11699999,-0.257457791
1,11700000,11729999,-0.293467093
1,11730000,11759999,-0.316777462
1,11760000,11789999,-0.336057264
1,11790000,11819999,-0.303173658
1,11820000,11849999,-0.240210101
1,11850000,11879999,-0.289961781
1,11880000,11909999,-0.281625735
1,11910000,11939999,-0.311911821
1,11940000,11969999,-0.393378167
1,11970000,11999999,-0.41489732
1,12000000,12029999,-0.420745555
1,12030000,12059999,-0.390321504
1,12060000,12089999,-0.349495266
1,12090000,12119999,-0.318521697
1,12120000,12149999,-0.339876112
1,12150000,12179999,-0.310821837
1,12180000,12209999,-0.310036818
1,12210000,12239999,-0.225561887
1,12240000,12269999,-0.194055039
1,12270000,12299999,-0.298753133
1,12300000,12329999,-0.24830198
1,12330000,12359999,-0.169372417
1,12360000,12389999,-0.146863513
1,12390000,12419999,-0.111705703
1,12420000,12449999,-0.068154167
1,12450000,12479999,-0.091599822
1,12480000,12509999,-0.09026804
1,12510000,12539999,-0.034719273
1,12540000,12569999,-0.072919526
1,12570000,12599999,-0.230189563
1,12600000,12629999,-0.193204642
1,12630000,12659999,-0.221522742
1,12660000,12689999,-0.227012969
1,12690000,12719999,-0.24992607
1,12720000,12749999,-0.270824993
1,12750000,12779999,-0.192445459
1,12780000,12809999,-0.171328437
1,12810000,12839999,-0.140981707
1,12840000,12869999,-0.169230921
1,12870000,12899999,-0.222588411
1,12900000,12929999,-0.300440179
1,12930000,12959999,-0.244476072
1,12960000,12989999,-0.219860235
1,12990000,13019999,-0.282040302
1,13020000,13049999,-0.393229534
1,13050000,13079999,-0.324081639
1,13080000,13109999,-0.076473921
1,13110000,13139999,-0.210403324
1,13140000,13169999,-0.285905738
1,13170000,13199999,-0.24284674
1,13200000,13229999,-0.221159422
1,13320000,13349999,-0.360049212
1,13350000,13379999,-0.235041392
1,13380000,13409999,-0.273820065
1,13410000,13439999,-0.350910767
1,13440000,13469999,-0.144527385
1,13470000,13499999,-0.363535454
1,13500000,13529999,-0.371324483
1,13530000,13559999,-0.356250814
1,13590000,13619999,-0.047486385
1,13620000,13649999,-0.217055872
1,13650000,13679999,-0.255625903
1,13680000,13709999,-0.282680963
1,13710000,13739999,-0.425579529
1,13740000,13769999,-0.445691239
1,13770000,13799999,-0.325582163
1,13800000,13829999,-0.288470926
1,13830000,13859999,-0.250889648
1,13860000,13889999,-0.227231345
1,13890000,13919999,-0.22964594
1,13920000,13949999,-0.242412801
1,13950000,13979999,-0.259510019
1,13980000,14009999,-0.209002137
1,14010000,14039999,-0.127599273
1,14040000,14069999,-0.047720391
1,14070000,14099999,0.007358401
1,14100000,14129999,-0.024628457
1,14130000,14159999,-0.04352881
1,14160000,14189999,-0.158143239
1,14190000,14219999,-0.10538075
1,14220000,14249999,-0.075886791
1,14250000,14279999,-0.104020094
1,14280000,14309999,-0.040258966
1,14310000,14339999,-0.045625247
1,14340000,14369999,-0.064555633
1,14370000,14399999,-0.044828048
1,14400000,14429999,-0.011917755
1,14430000,14459999,-0.011928277
1,14460000,14489999,-0.077347856
1,14490000,14519999,-0.057619832
1,14520000,14549999,2.75E-05
1,14550000,14579999,-0.013937186
1,14580000,14609999,-0.02622241
1,14610000,14639999,0.009590934
1,14640000,14669999,-0.061282402
1,14670000,14699999,-0.059699631
1,14700000,14729999,-0.085126301
1,14730000,14759999,-0.055594895
1,14760000,14789999,-0.057227522
1,14790000,14819999,-0.003858004
1,14820000,14849999,-0.017697092
1,14850000,14879999,-0.043608954
1,14880000,14909999,-0.066454136
1,14910000,14939999,-0.010990385
1,14940000,14969999,-0.051600305
1,14970000,14999999,-0.132463048
1,15000000,15029999,-0.093553859
1,15030000,15059999,-0.140339831
1,15060000,15089999,-0.152735906
1,15090000,15119999,-0.142126987
1,15120000,15149999,-0.19724616
1,15150000,15179999,-0.147724654
1,15180000,15209999,-0.18834359
1,15210000,15239999,-0.239633671
1,15240000,15269999,-0.22222609
1,15270000,15299999,-0.223347373
1,15300000,15329999,-0.234522442
1,15330000,15359999,-0.245000889
1,15360000,15389999,-0.171812103
1,15390000,15419999,-0.175684626
1,15420000,15449999,-0.178601408
1,15450000,15479999,-0.203234208
1,15480000,15509999,-0.235092042
1,15510000,15539999,-0.170232794
1,15540000,15569999,-0.246593147
1,15570000,15599999,-0.19339814
1,15600000,15629999,-0.219857963
1,15630000,15659999,-0.215206898
1,15660000,15689999,-0.216742138
1,15690000,15719999,-0.250724928
1,15720000,15749999,-0.294978602
1,15750000,15779999,-0.268682615
1,15780000,15809999,-0.294598745
1,15810000,15839999,-0.267152592
1,15840000,15869999,-0.331983459
1,15870000,15899999,-0.33579912
1,15900000,15929999,-0.38580196
1,15930000,15959999,-0.391409762
1,15960000,15989999,-0.336089244
1,15990000,16019999,-0.347156481
1,16020000,16049999,-0.357977594
1,16050000,16079999,-0.194046145
1,16080000,16109999,-0.364486955
1,16170000,16199999,-0.446556336
1,16200000,16229999,-0.393912715
1,16230000,16259999,-0.252002331
1,16260000,16289999,-0.146377125
1,16290000,16319999,-0.250869347
1,16320000,16349999,-0.171017289
1,16350000,16379999,-0.065396265
1,16380000,16409999,-0.136980179
1,16410000,16439999,-0.197221603
1,16440000,16469999,-0.132208869
1,16470000,16499999,-0.222252816
1,16500000,16529999,-0.266853682
1,16530000,16559999,-0.229825773
1,16560000,16589999,-0.299571186
1,16590000,16619999,-0.408545856
1,16710000,16739999,-0.354934975
1,16740000,16769999,-0.391436774
1,16770000,16799999,-0.334108038
1,16800000,16829999,-0.262031504
1,16830000,16859999,-0.183546576
1,16860000,16889999,-0.056478106
1,16890000,16919999,-0.121481595
1,16920000,16949999,-0.10710527
1,16950000,16979999,-0.078614062
1,16980000,17009999,-0.085141365
1,17010000,17039999,-0.039983654
1,17040000,17069999,-0.088144649
1,17070000,17099999,-0.044032809
1,17100000,17129999,-0.021039808
1,17160000,17189999,-0.073685118
1,17190000,17219999,-0.164833528
1,17220000,17249999,-0.216131554
1,17250000,17279999,-0.186237831
1,17280000,17309999,-0.206485015
1,17310000,17339999,-0.239261151
1,17340000,17369999,-0.301318153
1,17370000,17399999,-0.307629503
1,17400000,17429999,-0.229068587
1,17430000,17459999,-0.245970114
1,17460000,17489999,-0.208597257
1,17490000,17519999,-0.178068055
1,17520000,17549999,-0.161779571
1,17550000,17579999,-0.15137764
1,17580000,17609999,-0.214898534
1,17610000,17639999,-0.307828175
1,17640000,17669999,-0.288603571
1,17670000,17699999,-0.296994249
1,17700000,17729999,-0.329711463
1,17730000,17759999,-0.307906701
1,17850000,17879999,-0.408357645
1,17880000,17909999,-0.241479573
1,17910000,17939999,-0.195426593
1,17940000,17969999,-0.143027635
1,17970000,17999999,-0.137642289
1,18000000,18029999,-0.163410153
1,18030000,18059999,-0.193261437
1,18060000,18089999,-0.168146716
1,18090000,18119999,-0.09248661
1,18120000,18149999,-0.151165492
1,18150000,18179999,-0.107579162
1,18180000,18209999,-0.167865185
1,18210000,18239999,-0.123400974
1,18240000,18269999,-0.116081316
1,18270000,18299999,-0.093415923
1,18300000,18329999,-0.121119461
1,18330000,18359999,-0.135114824
1,18360000,18389999,-0.079241641
1,18390000,18419999,-0.146360359
1,18420000,18449999,-0.101312573
1,18450000,18479999,-0.114330439
1,18480000,18509999,-0.097216562
1,18510000,18539999,-0.08005674
1,18540000,18569999,-0.096102533
1,18570000,18599999,-0.078103914
1,18600000,18629999,-0.07634556
1,18630000,18659999,-0.036386951
1,18660000,18689999,-0.096179291
1,18690000,18719999,-0.081822503
1,18720000,18749999,-0.099509553
1,18750000,18779999,-0.177856864
1,18780000,18809999,-0.161268834
1,18810000,18839999,-0.156540519
1,18840000,18869999,-0.136741545
1,18870000,18899999,-0.175680965
1,18900000,18929999,-0.230666866
1,18930000,18959999,-0.214678035
1,18960000,18989999,-0.192220406
1,18990000,19019999,-0.203734733
1,19020000,19049999,-0.209566883
1,19050000,19079999,-0.119649733
1,19080000,19109999,-0.151962495
1,19110000,19139999,-0.14203658
1,19140000,19169999,-0.084068563
1,19170000,19199999,-0.095922964
1,19200000,19229999,-0.138958924
1,19230000,19259999,-0.129817006
1,19260000,19289999,-0.139718827
1,19290000,19319999,-0.261576319
1,19320000,19349999,-0.270001309
1,19350000,19379999,-0.238341443
1,19380000,19409999,-0.072925811
1,19410000,19439999,-0.023282466
1,19440000,19469999,-0.0290979
1,19470000,19499999,-0.07850851
1,19500000,19529999,-0.208506625
1,19530000,19559999,-0.267278126
1,19560000,19589999,-0.267442551
1,19590000,19619999,-0.311416919
1,19620000,19649999,-0.293744404
1,19650000,19679999,-0.16045858
1,19680000,19709999,-0.156721919
1,19710000,19739999,-0.108414487
1,19740000,19769999,-0.145700747
1,19770000,19799999,-0.173857801
1,19800000,19829999,-0.316887514
1,19830000,19859999,-0.36306038
1,19860000,19889999,-0.373988015
1,19890000,19919999,-0.372058175
1,19920000,19949999,-0.355579956
1,19950000,19979999,-0.242583677
1,19980000,20009999,-0.252624912
1,20010000,20039999,-0.304641574
1,20040000,20069999,-0.228487225
1,20070000,20099999,-0.199361851
1,20100000,20129999,-0.216154895
1,20130000,20159999,-0.288508375
1,20160000,20189999,-0.290478569
1,20190000,20219999,-0.215149949
1,20220000,20249999,-0.114114962
1,20250000,20279999,-0.109255982
1,20280000,20309999,-0.142843156
1,20310000,20339999,-0.116431969
1,20340000,20369999,-0.137150923
1,20370000,20399999,-0.175020101
1,20400000,20429999,-0.149745019
1,20430000,20459999,-0.17610019
1,20460000,20489999,-0.120372499
1,20490000,20519999,-0.09987381
1,20520000,20549999,-0.094223215
1,20550000,20579999,-0.097785601
1,20580000,20609999,-0.079048872
1,20610000,20639999,-0.104851284
1,20640000,20669999,-0.166668211
1,20670000,20699999,-0.102409882
1,20700000,20729999,-0.076658406
1,20730000,20759999,-0.142552331
1,20760000,20789999,-0.171975548
1,20790000,20819999,-0.167040117
1,20820000,20849999,-0.311865033
1,20850000,20879999,-0.33627433
1,20880000,20909999,-0.341401787
1,20910000,20939999,-0.340130943
1,20940000,20969999,-0.353414752
1,20970000,20999999,-0.254812352
1,21000000,21029999,-0.215500265
1,21030000,21059999,-0.089873481
1,21060000,21089999,-0.22731487
1,21090000,21119999,-0.253265062
1,21120000,21149999,-0.243273221
1,21150000,21179999,-0.176799995
1,21180000,21209999,-0.118904348
1,21210000,21239999,-0.052513128
1,21240000,21269999,-0.10513812
1,21270000,21299999,-0.101662119
1,21300000,21329999,-0.040071861
1,21330000,21359999,-0.047259723
1,21360000,21389999,-0.092481028
1,21390000,21419999,-0.155760962
1,21420000,21449999,-0.240989454
1,21450000,21479999,-0.257524345
1,21480000,21509999,-0.325285048
1,21510000,21539999,-0.332300523
1,21540000,21569999,-0.256293624
1,21570000,21599999,-0.220134003
1,21600000,21629999,-0.229796242
1,21630000,21659999,-0.27415954
1,21660000,21689999,-0.328443917
1,21690000,21719999,-0.315663324
1,21720000,21749999,-0.208408224
1,21750000,21779999,-0.08683444
1,21780000,21809999,-0.128332214
1,21810000,21839999,-0.181219316
1,21840000,21869999,-0.258185401
1,21870000,21899999,-0.258466749
1,21900000,21929999,-0.168082279
1,21930000,21959999,-0.114415736
1,21960000,21989999,-0.164386618
1,21990000,22019999,-0.178940807
1,22020000,22049999,-0.226051938
1,22050000,22079999,-0.345371899
1,22080000,22109999,-0.430151767
1,22110000,22139999,-0.45710496
1,22140000,22169999,-0.253662638
1,22170000,22199999,-0.166420162
1,22200000,22229999,-0.150291183
1,22230000,22259999,-0.262040541
1,22260000,22289999,-0.331531658
1,22290000,22319999,-0.460160688
1,22350000,22379999,-0.455673349
1,22380000,22409999,-0.374916423
1,22410000,22439999,-0.197460609
1,22440000,22469999,-0.059443885
1,22470000,22499999,-0.159879361
1,22500000,22529999,-0.237759294
1,22530000,22559999,-0.177209388
1,22560000,22589999,-0.125850299
1,22590000,22619999,-0.098173449
1,22620000,22649999,-0.18319192
1,22650000,22679999,-0.145709777
1,22680000,22709999,-0.166623879
1,22710000,22739999,-0.201948295
1,22740000,22769999,-0.21040503
1,22770000,22799999,-0.132609461
1,22800000,22829999,-0.0932899
1,22830000,22859999,-0.06756883
1,22860000,22889999,-0.075328752
1,22890000,22919999,-0.07156443
1,22920000,22949999,-0.157201598
1,22950000,22979999,-0.149099947
1,22980000,23009999,-0.142198502
1,23010000,23039999,-0.21102183
1,23040000,23069999,-0.200880931
1,23070000,23099999,-0.155895424
1,23100000,23129999,-0.149926784
1,23130000,23159999,-0.090814739
1,23160000,23189999,-0.134937137
1,23190000,23219999,-0.213451404
1,23220000,23249999,-0.192263441
1,23250000,23279999,-0.294544874
1,23280000,23309999,-0.29430647
1,23310000,23339999,-0.274293984
1,23340000,23369999,-0.210013842
1,23370000,23399999,-0.09027105
1,23400000,23429999,-0.112379654
1,23430000,23459999,-0.213906778
1,23460000,23489999,-0.325925633
1,23490000,23519999,-0.356592671
1,23520000,23549999,-0.370413373
1,23550000,23579999,-0.350069405
1,23580000,23609999,-0.270577528
1,23610000,23639999,-0.141708885
1,23640000,23669999,-0.216053224
1,23670000,23699999,-0.267296348
1,23700000,23729999,-0.304523046
1,23730000,23759999,-0.258862707
1,23760000,23789999,-0.238092996
1,23790000,23819999,-0.351604527
1,23820000,23849999,-0.335813969
1,23850000,23879999,-0.324929947
1,23880000,23909999,-0.26229148
1,23910000,23939999,-0.314634641
1,23940000,23969999,-0.373319308
1,23970000,23999999,-0.391739249
1,24000000,24029999,-0.31037935
1,24030000,24059999,-0.317331684
1,24060000,24089999,-0.292821824
1,24090000,24119999,-0.281539008
1,24120000,24149999,-0.289941592
1,24150000,24179999,-0.394449788
1,24180000,24209999,-0.408152859
1,24210000,24239999,-0.395199189
1,24240000,24269999,-0.344615552
1,24270000,24299999,-0.279469772
1,24300000,24329999,-0.288374381
1,24330000,24359999,-0.369423785
1,24360000,24389999,-0.384739031
1,24390000,24419999,-0.193959215
1,24420000,24449999,-0.133721277
1,24450000,24479999,-0.228492022
1,24480000,24509999,-0.293230075
1,24510000,24539999,-0.257350739
1,24540000,24569999,-0.24935517
1,24570000,24599999,-0.21707793
1,24600000,24629999,-0.146547095
1,24630000,24659999,-0.071818947
1,24660000,24689999,-0.02148707
1,24690000,24719999,-0.096425786
1,24720000,24749999,-0.108381363
1,24750000,24779999,-0.151054468
1,24780000,24809999,-0.214779491
1,24810000,24839999,-0.275222156
1,24840000,24869999,-0.262000039
1,24870000,24899999,-0.257745145
1,24900000,24929999,-0.297842911
1,24930000,24959999,-0.32534405
1,24960000,24989999,-0.317336734
1,24990000,25019999,-0.304249891
1,25020000,25049999,-0.383434867
1,25050000,25079999,-0.420120907
1,25080000,25109999,-0.357537051
1,25110000,25139999,-0.28698949
1,25140000,25169999,-0.194115163
1,25170000,25199999,-0.127124902
1,25200000,25229999,-0.094764947
1,25230000,25259999,0.02108321
1,25260000,25289999,-0.020381852
1,25290000,25319999,0.005725405
1,25320000,25349999,-0.010335982
1,25350000,25379999,-0.089787043
1,25380000,25409999,-0.121875384
1,25410000,25439999,-0.115312422
1,25440000,25469999,-0.210776184
1,25470000,25499999,-0.230653785
1,25500000,25529999,-0.23318704
1,25530000,25559999,-0.344618097
1,25560000,25589999,-0.335237055
1,25590000,25619999,-0.277016387
1,25620000,25649999,-0.223533579
1,25650000,25679999,-0.338290317
1,25680000,25709999,-0.296617271
